created_date,deliverey_category_id,weekday,first_created_at,time_bucket,total_distance,sum_product,source_latitude,source_longitude,destination_latitude,destination_longitude,final_customer_fare,final_biker_fare,first_customer_fare,hyper_ack
8/17/2022,0,3,2022-08-17 07:02:13+00:00,69,4.0778,9,35.61097336,51.86952209,36.6199646,52.84877396,660000,310000,220000,0
7/2/2022,0,6,2022-07-02 13:06:25+00:00,105,2.2944,4,37.29647446,60.52978516,38.28802872,61.53456497,370000,190000,190000,0
8/17/2022,0,3,2022-08-17 16:55:07+00:00,128,0.3476,3,37.29817581,60.65214157,38.2978363,61.65291977,460000,260000,160000,0
7/28/2022,0,4,2022-07-28 10:09:43+00:00,87,1.4922,2,33.70887756,52.66036606,34.70277405,53.66430283,430000,170000,170000,0
8/18/2022,0,4,2022-08-18 15:08:10+00:00,117,3.1307,7,30.5951786,53.59646225,31.58516121,54.58938599,360000,310000,200000,0
10/18/2022,0,2,2022-10-18 11:12:19+00:00,88,3.3699,1,38.54129028,46.10801697,39.52534866,47.10597992,380000,300000,300000,0
7/6/2022,0,3,2022-07-06 06:47:53+00:00,67,2.3446,17,37.33346176,60.50461197,38.32413483,61.49143982,430000,190000,190000,0
9/24/2022,0,6,2022-09-24 11:54:36+00:00,92,3.4166,2,38.56838226,46.06597137,39.54618454,47.06422806,370000,330000,300000,0
10/27/2022,0,4,2022-10-27 15:56:36+00:00,116,1.8128,1,39.22132492,49.3041954,40.227005,50.29418564,360000,350000,350000,0
8/6/2022,0,6,2022-08-06 11:28:20+00:00,95,1.2425,7,37.31392288,60.63888168,38.30691528,61.63911819,250000,160000,160000,0
11/3/2022,0,4,2022-11-03 10:56:59+00:00,86,1.8289,4,38.55900574,46.04447556,39.55530548,47.05991745,290000,260000,260000,0
11/3/2022,0,4,2022-11-03 16:15:30+00:00,118,1.8572,2,37.33446121,60.53025436,38.34187698,61.51796341,340000,180000,180000,0
11/9/2022,0,3,2022-11-09 17:58:50+00:00,128,0.859,2,32.35347939,49.72262955,33.35341072,50.72329712,400000,180000,180000,0
7/24/2022,0,7,2022-07-24 11:57:30+00:00,98,1.8435,1,36.8205452,51.99628067,37.82939148,53.00567245,510000,250000,210000,0
7/7/2022,0,4,2022-07-07 18:09:01+00:00,135,2.1015,2,36.82342529,51.94709396,37.81943512,52.96408081,250000,210000,210000,0
8/19/2022,0,5,2022-08-19 16:46:15+00:00,127,1.2636,15,32.35546112,49.72022247,33.36036301,50.7219162,380000,190000,190000,0
9/6/2022,0,2,2022-09-06 16:15:59+00:00,124,8.2804,1,36.8157959,51.95503616,37.82064056,52.9325943,760000,370000,340000,0
7/18/2022,0,1,2022-07-18 09:40:01+00:00,85,2.0183,2,31.28381538,58.03770828,32.29131126,59.04912186,380000,260000,260000,0
10/8/2022,0,6,2022-10-08 19:03:25+00:00,135,1.5136,3,35.33560944,48.08729172,36.34410095,49.08522415,230000,220000,220000,0
10/12/2022,0,3,2022-10-12 16:24:59+00:00,119,6.1175,1,37.26292038,60.67534637,38.2570076,61.68996429,840000,340000,340000,0
11/5/2022,0,6,2022-11-05 07:50:56+00:00,68,6.2868,4,35.62131882,51.84825516,36.60354233,52.83831787,840000,330000,330000,0
10/4/2022,0,2,2022-10-04 09:44:16+00:00,79,5.0131,2,30.63131332,53.49476624,31.65181732,54.48320389,380000,380000,270000,1
10/26/2022,0,3,2022-10-26 10:38:40+00:00,84,5.504,2,30.69175339,53.46858978,31.67651367,54.46111298,320000,320000,290000,1
7/3/2022,0,7,2022-07-03 17:52:51+00:00,134,1.4894,1,35.61097336,51.86952209,36.61300278,52.87926102,130000,130000,130000,1
8/15/2022,0,1,2022-08-15 16:19:31+00:00,124,2.125,2,37.56123734,54.07217026,38.55802536,55.06357956,370000,230000,210000,0
8/9/2022,0,2,2022-08-09 16:32:48+00:00,126,0.3614,7,37.56668472,54.05955887,38.56579971,55.06195831,360000,160000,160000,0
9/8/2022,4,4,2022-09-08 12:59:43+00:00,104,3.6366,2,30.6270752,53.47842789,31.60956955,54.46903229,780000,430000,430000,0
10/30/2022,4,7,2022-10-30 11:22:22+00:00,89,1.902,2,37.33051682,60.52087784,38.31853867,61.51117325,560000,360000,360000,0
9/21/2022,0,3,2022-09-21 09:34:34+00:00,84,2.6596,3,31.27725792,58.0129776,32.27010155,59.01002121,580000,270000,270000,0
9/19/2022,4,1,2022-09-19 16:27:58+00:00,125,0.8848,3,30.61798668,53.56535721,31.61519814,54.56705475,700000,140000,140000,0
8/9/2022,0,2,2022-08-09 09:37:30+00:00,84,2.6704,7,32.86353302,55.3801918,33.85504723,56.37158585,330000,250000,250000,0
8/22/2022,0,1,2022-08-22 09:38:48+00:00,84,7.1088,3,31.28104401,58.05289459,32.28772926,59.07878113,1080000,290000,290000,0
11/11/2022,4,5,2022-11-11 09:15:59+00:00,76,3.5031,34,33.62269592,52.6557045,34.61406326,53.67588806,1120000,240000,240000,0
11/10/2022,0,4,2022-11-10 09:35:43+00:00,78,1.5736,3,28.19944572,57.34468842,29.20744705,58.33939743,480000,320000,320000,0
10/24/2022,0,1,2022-10-24 04:03:00+00:00,45,2.8943,14,37.30905533,60.56753922,38.31874084,61.54614258,830000,340000,310000,0
8/24/2022,0,3,2022-08-24 15:07:55+00:00,117,4.7313,5,30.61548996,53.50608826,31.60025597,54.48632813,560000,360000,260000,0
7/7/2022,0,4,2022-07-07 08:41:23+00:00,79,1.1146,4,36.84411621,51.97275162,37.84309769,52.97834396,370000,210000,210000,0
8/9/2022,0,2,2022-08-09 16:20:54+00:00,125,1.3371,4,32.28671074,49.60138321,33.28818703,50.61268997,270000,210000,190000,0
8/3/2022,0,3,2022-08-03 16:43:11+00:00,127,0.4764,2,36.82011032,51.97155762,37.82063675,52.96781158,500000,210000,210000,0
11/4/2022,0,5,2022-11-04 11:35:28+00:00,90,2.3213,27,37.27771759,60.6072731,38.26668549,61.61158752,570000,230000,190000,0
7/5/2022,0,2,2022-07-05 14:06:18+00:00,111,1.9184,20,37.32880402,60.48781204,38.3236351,61.50205994,360000,180000,180000,0
7/13/2022,0,3,2022-07-13 11:58:25+00:00,98,3.3181,2,36.8523674,51.97707748,37.87644958,52.96925354,630000,360000,260000,0
9/27/2022,0,2,2022-09-27 12:25:19+00:00,95,2.3815,7,37.34084702,60.57996368,38.33077621,61.5848732,610000,270000,200000,0
7/10/2022,0,7,2022-07-10 07:39:56+00:00,72,1.0359,3,30.5933342,53.52288437,31.58678055,54.52244186,150000,140000,140000,0
7/23/2022,0,6,2022-07-23 18:50:53+00:00,140,0.3197,4,38.53216553,46.06553268,39.5307312,47.06402969,220000,190000,170000,0
7/3/2022,0,7,2022-07-03 16:02:05+00:00,123,1.8083,1,30.62460899,53.52373886,31.63499641,54.52368164,170000,160000,160000,0
8/23/2022,0,2,2022-08-23 07:56:21+00:00,74,1.3274,2,37.56423187,54.07094193,38.56402588,55.08235168,250000,190000,170000,0
7/1/2022,0,5,2022-07-01 08:56:55+00:00,80,1.7434,3,36.83979797,51.97084045,37.83346558,52.96959686,230000,210000,210000,0
8/22/2022,0,1,2022-08-22 09:29:41+00:00,83,2.2838,6,35.80485153,49.52501297,36.78910828,50.52212143,370000,240000,150000,0
10/9/2022,0,7,2022-10-09 09:21:09+00:00,77,1.5752,5,38.5404129,46.05243301,39.53533173,47.04283905,470000,310000,190000,0
7/26/2022,0,2,2022-07-26 07:59:19+00:00,74,,47,37.2781868,60.61702347,38.28395462,61.62078857,360000,180000,160000,0
9/4/2022,0,7,2022-09-04 08:52:23+00:00,80,4.0025,14,30.59882545,53.57349014,31.58675575,54.56457138,560000,280000,230000,0
11/4/2022,0,5,2022-11-04 08:50:54+00:00,74,2.5587,2,38.54129028,46.10801697,39.53401184,47.10012817,290000,270000,240000,0
7/2/2022,0,6,2022-07-02 18:50:51+00:00,140,1.2432,2,30.68840981,53.47290039,31.69566727,54.46865845,160000,150000,140000,0
6/30/2022,0,4,2022-06-30 17:52:46+00:00,134,2.5749,2,30.6266346,53.5165863,31.61660767,54.51819992,190000,180000,180000,0
6/30/2022,0,4,2022-06-30 08:44:11+00:00,79,3.3542,3,37.67945099,49.50569916,38.67013931,50.48318863,310000,290000,290000,0
9/2/2022,0,5,2022-09-02 18:06:54+00:00,135,3.8214,1,38.25510025,50.60782242,39.24200058,51.625,760000,350000,320000,0
7/3/2022,0,7,2022-07-03 09:36:30+00:00,84,6.451,6,30.56553268,53.59371567,31.5490284,54.60179901,380000,350000,320000,0
7/2/2022,0,6,2022-07-02 09:45:59+00:00,85,3.4948,2,33.60247803,52.66835785,34.60004807,53.67758942,280000,240000,240000,0
6/30/2022,0,4,2022-06-30 08:09:21+00:00,75,3.4269,3,36.87602615,51.95975494,37.85969925,52.96875763,290000,270000,270000,0
7/6/2022,0,3,2022-07-06 09:14:56+00:00,82,1.8388,3,30.62402344,53.52032089,31.62991714,54.52389145,170000,160000,160000,0
7/9/2022,0,6,2022-07-09 11:02:11+00:00,93,1.0613,1,36.8205452,51.99628067,37.8261795,52.99948883,370000,210000,210000,0
8/20/2022,0,6,2022-08-20 08:49:35+00:00,79,1.5422,2,36.8151741,51.99824524,37.82739258,52.99515533,760000,370000,230000,0
9/6/2022,0,2,2022-09-06 09:33:20+00:00,84,4.384,2,38.5413208,46.07154083,39.52201462,47.08189011,810000,730000,370000,0
7/28/2022,0,4,2022-07-28 15:12:44+00:00,118,1.8323,14,35.60487366,51.8817215,36.59689331,52.87272644,440000,220000,140000,0
9/3/2022,0,6,2022-09-03 09:08:45+00:00,81,3.7231,10,38.53216553,46.06553268,39.51165009,47.07446671,410000,350000,320000,0
7/7/2022,0,4,2022-07-07 08:03:47+00:00,75,3.4439,26,37.33184433,60.50463486,38.32397842,61.53171539,660000,240000,240000,0
7/8/2022,0,5,2022-07-08 08:14:25+00:00,76,2.3584,2,38.50566483,46.06243896,39.51686096,47.05506897,480000,320000,230000,0
10/17/2022,0,1,2022-10-17 10:56:38+00:00,86,1.4509,35,39.06064987,47.39245224,40.0650177,48.38267517,440000,170000,160000,0
7/3/2022,0,7,2022-07-03 16:38:57+00:00,126,3.3788,1,38.54756165,46.04758835,39.54640961,47.07106018,330000,300000,300000,0
7/4/2022,0,1,2022-07-04 18:16:05+00:00,136,3.9082,4,39.07027435,47.28472519,40.08267975,48.26913834,370000,320000,270000,0
11/14/2022,0,1,2022-11-14 14:23:35+00:00,107,1.2302,3,30.59467316,53.51336288,31.60025406,54.51242447,240000,160000,140000,0
8/12/2022,0,5,2022-08-12 17:30:46+00:00,132,1.6786,2,36.87042999,51.96478271,37.86565781,52.971035,450000,230000,230000,0
7/5/2022,0,2,2022-07-05 06:57:42+00:00,68,6.8491,1,30.70611763,53.45625305,31.69378471,54.46169662,370000,340000,340000,0
9/29/2022,0,4,2022-09-29 17:56:41+00:00,128,4.0247,4,33.72477722,52.65907669,34.72206116,53.67498779,450000,310000,260000,0
8/11/2022,0,4,2022-08-11 15:44:45+00:00,121,4.8161,14,35.60487366,51.8817215,36.6268425,52.8789444,580000,290000,260000,0
11/9/2022,0,3,2022-11-09 18:14:55+00:00,130,1.8171,16,35.60487366,51.8817215,36.61185074,52.87407303,290000,150000,140000,0
7/3/2022,0,7,2022-07-03 14:09:18+00:00,111,1.6548,1,37.28643417,60.50516891,38.2879982,61.49599838,520000,170000,170000,0
7/4/2022,0,1,2022-07-04 08:48:03+00:00,79,5.1958,3,37.33705902,60.53475952,38.35970688,61.54189682,340000,310000,310000,0
10/4/2022,0,2,2022-10-04 09:42:53+00:00,79,3.6737,5,38.53267288,46.06628418,39.54338074,47.06845093,710000,630000,320000,0
8/23/2022,0,2,2022-08-23 13:06:37+00:00,105,3.8779,3,38.52930832,46.05760956,39.52288818,47.02796936,370000,360000,330000,0
8/14/2022,0,7,2022-08-14 10:50:48+00:00,92,4.2076,2,39.05549622,47.31235123,40.07799911,48.29999924,550000,390000,280000,0
7/7/2022,0,4,2022-07-07 04:29:51+00:00,53,1.7448,1,36.74775314,52.45672607,37.74737549,53.46586227,220000,200000,200000,0
6/30/2022,0,4,2022-06-30 16:03:17+00:00,123,1.7259,6,30.62039375,53.50509262,31.63130379,54.50098038,160000,150000,150000,0
7/30/2022,0,6,2022-07-30 14:48:06+00:00,115,2.2527,1,35.63360596,51.86764145,36.63780212,52.85815048,290000,210000,150000,0
9/28/2022,0,3,2022-09-28 17:10:19+00:00,124,7.8616,4,30.60249138,53.55118561,31.58430099,54.53854752,680000,250000,230000,0
6/30/2022,0,4,2022-06-30 18:46:22+00:00,139,3.528,3,37.33446121,60.53025436,38.32226944,61.54428864,260000,240000,240000,0
7/4/2022,0,1,2022-07-04 09:59:46+00:00,86,3.0175,3,39.06599808,47.3120575,40.06157303,48.28228378,440000,220000,220000,0
10/4/2022,0,2,2022-10-04 16:03:47+00:00,117,1.3047,4,36.80244827,51.9042511,37.8008728,52.91330719,610000,230000,230000,0
10/12/2022,0,3,2022-10-12 10:47:08+00:00,85,6.8709,4,37.83620453,55.46093369,38.84015274,56.40285492,1090000,650000,650000,0
7/12/2022,0,2,2022-07-12 10:35:18+00:00,90,2.6799,1,30.62398529,53.52440643,31.61896133,54.53237915,710000,180000,180000,0
10/24/2022,0,1,2022-10-24 11:02:14+00:00,87,5.8894,11,33.70751572,52.67640305,34.69658279,53.66710281,580000,220000,220000,0
11/9/2022,0,3,2022-11-09 10:45:43+00:00,85,1.7984,2,35.62236023,51.85943985,36.61980057,52.87018585,450000,140000,140000,0
10/13/2022,0,4,2022-10-13 12:19:18+00:00,94,1.2736,4,38.30077744,50.58639908,39.30920792,51.58616257,520000,210000,210000,0
7/12/2022,0,2,2022-07-12 09:01:52+00:00,81,4.6959,3,35.63493729,51.88500977,36.61907578,52.87499237,540000,250000,250000,0
7/30/2022,0,6,2022-07-30 09:30:28+00:00,84,3.8282,1,37.56811523,54.05385971,38.56702805,55.0800705,520000,290000,290000,0
10/27/2022,0,4,2022-10-27 16:21:55+00:00,119,2.7426,10,37.2291069,59.81183243,38.22842407,60.79351425,320000,210000,210000,0
8/21/2022,0,7,2022-08-21 15:37:47+00:00,120,3.0147,1,31.27707672,58.02761078,32.27704048,59.01599884,470000,280000,280000,0
8/10/2022,0,3,2022-08-10 08:24:31+00:00,77,4.1333,2,35.62480164,51.87624741,36.64048386,52.87659073,450000,230000,230000,0
10/20/2022,0,4,2022-10-20 10:30:25+00:00,84,4.0777,4,31.29191208,58.05094147,32.31583595,59.0580864,340000,300000,300000,0
10/12/2022,0,3,2022-10-12 09:32:04+00:00,78,5.1924,3,33.70351028,52.61725235,34.70968628,53.63765335,570000,200000,200000,0
9/12/2022,0,1,2022-09-12 10:13:11+00:00,88,3.4753,2,36.78342438,51.8956337,37.79983139,52.90108109,500000,300000,300000,0
10/31/2022,0,1,2022-10-31 17:36:28+00:00,126,2.5195,2,38.54129028,46.10801697,39.5307045,47.11724091,360000,240000,240000,0
8/23/2022,0,2,2022-08-23 17:49:37+00:00,133,1.1743,1,32.83224487,55.38162231,33.82702637,56.38780975,260000,200000,200000,0
9/25/2022,0,7,2022-09-25 09:44:58+00:00,79,2.1034,2,35.78949356,49.4927063,36.79521942,50.49751282,180000,140000,140000,0
9/29/2022,0,4,2022-09-29 07:57:00+00:00,68,2.1786,6,38.5395546,46.07732391,39.54950333,47.07229614,340000,220000,220000,0
8/16/2022,0,2,2022-08-16 11:59:52+00:00,98,1.9016,1,38.54191971,46.06946564,39.54131317,47.07418823,320000,170000,170000,0
8/21/2022,0,7,2022-08-21 15:28:40+00:00,119,2.9503,2,37.23748398,59.80537033,38.21703339,60.78992462,320000,220000,220000,0
11/10/2022,0,4,2022-11-10 10:09:40+00:00,81,1.0124,3,33.72488403,52.6622963,34.72148895,53.67153549,410000,160000,160000,0
7/21/2022,0,4,2022-07-21 16:16:43+00:00,124,2.8694,2,35.32984924,48.07400513,36.34043884,49.09080887,290000,270000,270000,0
10/3/2022,0,1,2022-10-03 13:30:00+00:00,102,2.3117,2,38.5413208,46.07154083,39.54201889,47.08542252,270000,230000,230000,0
8/21/2022,0,7,2022-08-21 12:51:26+00:00,104,4.2651,13,35.60461807,51.88617706,36.5937233,52.86796188,460000,230000,230000,0
9/27/2022,0,2,2022-09-27 14:32:31+00:00,108,3.9127,11,35.61600113,51.86036301,36.59541702,52.8457756,440000,220000,220000,0
8/21/2022,0,7,2022-08-21 18:24:43+00:00,137,0.6972,2,37.23748398,59.80537033,38.23464584,60.80644989,260000,160000,160000,0
10/2/2022,0,7,2022-10-02 16:48:13+00:00,121,0.5341,4,35.0776329,50.69672012,36.07506943,51.69599915,460000,300000,300000,0
9/1/2022,0,4,2022-09-01 18:27:00+00:00,137,1.3259,1,38.53712463,46.09285736,39.54000092,47.10699844,190000,180000,180000,0
8/14/2022,0,7,2022-08-14 08:52:58+00:00,80,2.3324,4,37.32424545,60.48324585,38.31346512,61.49748993,410000,190000,190000,0
10/31/2022,0,1,2022-10-31 16:07:23+00:00,117,4.2959,30,30.59485626,53.49831009,31.60585022,54.5172348,320000,240000,240000,0
8/11/2022,0,4,2022-08-11 08:37:00+00:00,78,1.5821,2,31.30181694,58.07304764,32.30117226,59.08526993,280000,250000,250000,0
7/5/2022,0,2,2022-07-05 16:45:30+00:00,127,3.1331,9,37.32660675,60.54854965,38.33024597,61.56236649,490000,230000,230000,0
8/25/2022,0,4,2022-08-25 08:20:17+00:00,77,2.0649,4,31.28381538,58.03770828,32.29084969,59.02923203,300000,260000,260000,0
11/6/2022,0,7,2022-11-06 09:50:41+00:00,80,0.8244,27,33.71036148,52.68839264,34.70876312,53.69199753,360000,160000,160000,0
9/29/2022,0,4,2022-09-29 13:29:09+00:00,101,1.5428,2,36.8351326,52.01333618,37.83654785,53.01220322,350000,230000,230000,0
8/29/2022,0,1,2022-08-29 06:19:11+00:00,64,1.3952,3,37.30340958,60.57114029,38.30886459,61.55928802,310000,170000,170000,0
10/17/2022,0,1,2022-10-17 16:52:41+00:00,122,1.68,3,31.28394508,58.03778458,32.28556061,59.03052902,410000,250000,250000,0
8/3/2022,0,3,2022-08-03 07:46:57+00:00,73,6.1105,4,35.62131882,51.84825516,36.60361481,52.83636856,490000,330000,330000,0
8/30/2022,0,2,2022-08-30 07:40:01+00:00,73,1.3274,1,37.56423187,54.07094193,38.56402588,55.08235168,200000,170000,170000,0
10/6/2022,0,4,2022-10-06 11:15:44+00:00,88,1.7631,22,33.64913177,52.65989685,34.64809799,53.66366577,370000,180000,180000,0
8/26/2022,0,5,2022-08-26 10:40:42+00:00,91,3.7662,3,31.29535103,58.04550552,32.31349564,59.06225967,310000,300000,300000,0
10/4/2022,0,2,2022-10-04 18:37:50+00:00,132,3.4174,1,32.83683586,55.37757874,33.816185,56.39159012,450000,290000,290000,0
11/1/2022,0,2,2022-11-01 16:03:35+00:00,117,1.322,2,32.84211159,55.37509155,33.84995842,56.3804245,250000,210000,210000,0
9/21/2022,0,3,2022-09-21 07:25:15+00:00,71,2.7269,22,33.65684509,52.71443176,34.67352295,53.71383286,440000,210000,210000,0
8/12/2022,0,5,2022-08-12 09:06:29+00:00,81,0.6498,4,32.89398956,55.39803696,33.88959122,56.39938354,260000,200000,200000,0
10/1/2022,0,6,2022-10-01 17:32:26+00:00,126,1.9063,3,35.79037094,49.49469376,36.79280472,50.49576569,220000,140000,140000,0
10/10/2022,0,1,2022-10-10 11:43:04+00:00,91,1.3428,2,31.29270935,58.04473114,32.28899384,59.03251266,280000,250000,250000,0
